RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,EOM_Date,Value
394943,27,"Orlando, FL",Msa,FL,2022-03-31,2022-04-30,2.9
394466,28,"Cincinnati, OH",Msa,OH,2022-03-31,2022-04-30,1.9
394475,29,"Cleveland, OH",Msa,OH,2022-03-31,2022-04-30,2.1
394735,30,"Kansas City, MO",Msa,MO,2022-03-31,2022-04-30,2.0
394775,31,"Las Vegas, NV",Msa,NV,2022-03-31,2022-04-30,2.9
394492,32,"Columbus, OH",Msa,OH,2022-03-31,2022-04-30,2.1
394705,33,"Indianapolis, IN",Msa,IN,2022-03-31,2022-04-30,2.0
395059,34,"San Jose, CA",Msa,CA,2022-03-31,2022-04-30,1.5
394355,35,"Austin, TX",Msa,TX,2022-03-31,2022-04-30,2.0
395194,36,"Virginia Beach, VA",Msa,VA,2022-03-31,2022-04-30,1.8
394902,37,"Nashville, TN",Msa,TN,2022-03-31,2022-04-30,3.3
395005,38,"Providence, RI",Msa,RI,2022-03-31,2022-04-30,2.1
394862,39,"Milwaukee, WI",Msa,WI,2022-03-31,2022-04-30,2.1
394714,40,"Jacksonville, FL",Msa,FL,2022-03-31,2022-04-30,2.7
394849,41,"Memphis, TN",Msa,TN,2022-03-31,2022-04-30,2.1
394935,42,"Oklahoma City, OK",Msa,OK,2022-03-31,2022-04-30,1.8
394807,43,"Louisville-Jefferson County, KY",Msa,KY,2022-03-31,2022-04-30,1.8
394669,44,"Hartford, CT",Msa,CT,2022-03-31,2022-04-30,2.0
395022,45,"Richmond, VA",Msa,VA,2022-03-31,2022-04-30,1.6
394910,46,"New Orleans, LA",Msa,LA,2022-03-31,2022-04-30,1.7
394425,47,"Buffalo, NY",Msa,NY,2022-03-31,2022-04-30,2.1
395012,48,"Raleigh, NC",Msa,NC,2022-03-31,2022-04-30,3.2
394388,49,"Birmingham, AL",Msa,AL,2022-03-31,2022-04-30,1.8
395053,50,"Salt Lake City, UT",Msa,UT,2022-03-31,2022-04-30,2.6
395031,51,"Rochester, NY",Msa,NY,2022-03-31,2022-04-30,2.0
394640,52,"Grand Rapids, MI",Msa,MI,2022-03-31,2022-04-30,2.1
395167,53,"Tucson, AZ",Msa,AZ,2022-03-31,2022-04-30,2.5
753924,54,"Urban Honolulu, HI",Msa,HI,2022-03-31,2022-04-30,1.8
395169,55,"Tulsa, OK",Msa,OK,2022-03-31,2022-04-30,1.8
394619,56,"Fresno, CA",Msa,CA,2022-03-31,2022-04-30,2.3
395238,57,"Worcester, MA",Msa,MA,2022-03-31,2022-04-30,2.2
394415,58,"Stamford, CT",Msa,CT,2022-03-31,2022-04-30,2.3
394312,59,"Albuquerque, NM",Msa,NM,2022-03-31,2022-04-30,2.2
394308,60,"Albany, NY",Msa,NY,2022-03-31,2022-04-30,1.8
394938,61,"Omaha, NE",Msa,NE,2022-03-31,2022-04-30,1.8
394908,62,"New Haven, CT",Msa,CT,2022-03-31,2022-04-30,2.5
394357,63,"Bakersfield, CA",Msa,CA,2022-03-31,2022-04-30,2.3
394753,64,"Knoxville, TN",Msa,TN,2022-03-31,2022-04-30,2.6
394653,65,"Greenville, SC",Msa,SC,2022-03-31,2022-04-30,2.1
394952,66,"Ventura, CA",Msa,CA,2022-03-31,2022-04-30,1.9
394318,67,"Allentown, PA",Msa,PA,2022-03-31,2022-04-30,2.2
394561,68,"El Paso, TX",Msa,TX,2022-03-31,2022-04-30,1.9
394367,69,"Baton Rouge, LA",Msa,LA,2022-03-31,2022-04-30,1.6
394521,70,"Dayton, OH",Msa,OH,2022-03-31,2022-04-30,2.1
394843,71,"McAllen, TX",Msa,TX,2022-03-31,2022-04-30,1.9
394486,72,"Columbia, SC",Msa,SC,2022-03-31,2022-04-30,2.4
394648,73,"Greensboro, NC",Msa,NC,2022-03-31,2022-04-30,2.1
394304,74,"Akron, OH",Msa,OH,2022-03-31,2022-04-30,1.8
753906,75,"North Port-Sarasota-Bradenton, FL",Msa,FL,2022-03-31,2022-04-30,3.8
394798,76,"Little Rock, AR",Msa,AR,2022-03-31,2022-04-30,1.6
395134,77,"Stockton, CA",Msa,CA,2022-03-31,2022-04-30,2.6
394457,78,"Charleston, SC",Msa,SC,2022-03-31,2022-04-30,1.7
395143,79,"Syracuse, NY",Msa,NY,2022-03-31,2022-04-30,2.8
394484,80,"Colorado Springs, CO",Msa,CO,2022-03-31,2022-04-30,2.0
395235,81,"Winston-Salem, NC",Msa,NC,2022-03-31,2022-04-30,2.1
395224,82,"Wichita, KS",Msa,KS,2022-03-31,2022-04-30,1.8
395115,83,"Springfield, MA",Msa,MA,2022-03-31,2022-04-30,2.0
394440,84,"Fort Myers, FL",Msa,FL,2022-03-31,2022-04-30,3.6
394399,85,"Boise City, ID",Msa,ID,2022-03-31,2022-04-30,2.8
395160,86,"Toledo, OH",Msa,OH,2022-03-31,2022-04-30,2.0
394816,87,"Madison, WI",Msa,WI,2022-03-31,2022-04-30,2.0
394766,88,"Lakeland, FL",Msa,FL,2022-03-31,2022-04-30,2.9
394931,89,"Ogden, UT",Msa,UT,2022-03-31,2022-04-30,2.9
394528,90,"Daytona Beach, FL",Msa,FL,2022-03-31,2022-04-30,2.9
394531,91,"Des Moines, IA",Msa,IA,2022-03-31,2022-04-30,1.7
394711,92,"Jackson, MS",Msa,MS,2022-03-31,2022-04-30,1.9
395245,93,"Youngstown, OH",Msa,OH,2022-03-31,2022-04-30,2.5
394352,94,"Augusta, GA",Msa,GA,2022-03-31,2022-04-30,1.9
395075,95,"Scranton, PA",Msa,PA,2022-03-31,2022-04-30,2.3
394666,96,"Harrisburg, PA",Msa,PA,2022-03-31,2022-04-30,1.8
394957,97,"Melbourne, FL",Msa,FL,2022-03-31,2022-04-30,2.9
394460,98,"Chattanooga, TN",Msa,TN,2022-03-31,2022-04-30,2.3
395113,99,"Spokane, WA",Msa,WA,2022-03-31,2022-04-30,2.8
395006,100,"Provo, UT",Msa,UT,2022-03-31,2022-04-30,2.6
394768,101,"Lancaster, PA",Msa,PA,2022-03-31,2022-04-30,1.9
394871,102,"Modesto, CA",Msa,CA,2022-03-31,2022-04-30,2.2
394997,103,"Portland, ME",Msa,ME,2022-03-31,2022-04-30,2.5
394549,104,"Durham, NC",Msa,NC,2022-03-31,2022-04-30,2.8
395068,105,"Santa Rosa, CA",Msa,CA,2022-03-31,2022-04-30,1.9
394792,106,"Lexington, KY",Msa,KY,2022-03-31,2022-04-30,1.9
394761,107,"Lafayette, LA",Msa,LA,2022-03-31,2022-04-30,1.4
394770,108,"Lansing, MI",Msa,MI,2022-03-31,2022-04-30,1.8
394590,109,"Fayetteville, AR",Msa,AR,2022-03-31,2022-04-30,2.3
394971,110,"Pensacola, FL",Msa,FL,2022-03-31,2022-04-30,2.4
395195,111,"Visalia, CA",Msa,CA,2022-03-31,2022-04-30,2.1
395096,112,"Shreveport, LA",Msa,LA,2022-03-31,2022-04-30,1.4
395116,113,"Springfield, MO",Msa,MO,2022-03-31,2022-04-30,1.9
395244,114,"York, PA",Msa,PA,2022-03-31,2022-04-30,1.9
394502,115,"Corpus Christi, TX",Msa,TX,2022-03-31,2022-04-30,1.7
394596,116,"Flint, MI",Msa,MI,2022-03-31,2022-04-30,2.2
395019,117,"Reno, NV",Msa,NV,2022-03-31,2022-04-30,2.2
394338,118,"Asheville, NC",Msa,NC,2022-03-31,2022-04-30,2.3
394995,119,"Port St. Lucie, FL",Msa,FL,2022-03-31,2022-04-30,3.1
753917,120,"Santa Maria-Santa Barbara, CA",Msa,CA,2022-03-31,2022-04-30,2.5
394698,121,"Huntsville, AL",Msa,AL,2022-03-31,2022-04-30,2.4
394612,122,"Fort Wayne, IN",Msa,IN,2022-03-31,2022-04-30,2.0
395050,123,"Salinas, CA",Msa,CA,2022-03-31,2022-04-30,1.5
395183,124,"Vallejo, CA",Msa,CA,2022-03-31,2022-04-30,2.2
394870,125,"Mobile, AL",Msa,AL,2022-03-31,2022-04-30,1.9
395015,126,"Reading, PA",Msa,PA,2022-03-31,2022-04-30,2.0
394421,127,"Brownsville, TX",Msa,TX,2022-03-31,2022-04-30,2.4
394746,128,"Killeen, TX",Msa,TX,2022-03-31,2022-04-30,2.7
394439,129,"Canton, OH",Msa,OH,2022-03-31,2022-04-30,1.9
394372,130,"Beaumont, TX",Msa,TX,2022-03-31,2022-04-30,1.7
394820,131,"Manchester, NH",Msa,NH,2022-03-31,2022-04-30,2.6
395048,132,"Salem, OR",Msa,OR,2022-03-31,2022-04-30,2.2
394327,133,"Anchorage, AK",Msa,AK,2022-03-31,2022-04-30,1.3
394520,134,"Davenport, IL",Msa,IL,2022-03-31,2022-04-30,1.4
394972,135,"Peoria, IL",Msa,IL,2022-03-31,2022-04-30,1.5
394898,136,"Myrtle Beach, SC",Msa,SC,2022-03-31,2022-04-30,1.8
394875,137,"Montgomery, AL",Msa,AL,2022-03-31,2022-04-30,1.8
395051,138,"Salisbury, MD",Msa,DE,2022-03-31,2022-04-30,1.5
394658,139,"Gulfport, MS",Msa,MS,2022-03-31,2022-04-30,1.8
395146,140,"Tallahassee, FL",Msa,FL,2022-03-31,2022-04-30,1.9
395164,141,"Trenton, NJ",Msa,NJ,2022-03-31,2022-04-30,2.3
394589,142,"Fayetteville, NC",Msa,NC,2022-03-31,2022-04-30,2.0
394679,143,"Hickory, NC",Msa,NC,2022-03-31,2022-04-30,1.6
394697,144,"Huntington, WV",Msa,WV,2022-03-31,2022-04-30,1.5
394576,145,"Eugene, OR",Msa,OR,2022-03-31,2022-04-30,2.2
395033,146,"Rockford, IL",Msa,IL,2022-03-31,2022-04-30,2.2
395070,147,"Savannah, GA",Msa,GA,2022-03-31,2022-04-30,2.3
394332,148,"Ann Arbor, MI",Msa,MI,2022-03-31,2022-04-30,2.4
394927,149,"Ocala, FL",Msa,FL,2022-03-31,2022-04-30,3.1
394732,150,"Kalamazoo, MI",Msa,MI,2022-03-31,2022-04-30,1.4
394901,151,"Naples, FL",Msa,FL,2022-03-31,2022-04-30,4.0
395107,152,"South Bend, IN",Msa,IN,2022-03-31,2022-04-30,2.4
395109,153,"Spartanburg, SC",Msa,SC,2022-03-31,2022-04-30,2.5
394579,154,"Evansville, IN",Msa,IN,2022-03-31,2022-04-30,1.9
394747,155,"Kingsport, TN",Msa,TN,2022-03-31,2022-04-30,1.6
395028,156,"Roanoke, VA",Msa,VA,2022-03-31,2022-04-30,1.8
394646,157,"Green Bay, WI",Msa,WI,2022-03-31,2022-04-30,2.2
394796,158,"Lincoln, NE",Msa,NE,2022-03-31,2022-04-30,2.1
394602,159,"Fort Collins, CO",Msa,CO,2022-03-31,2022-04-30,2.0
395179,160,"Utica, NY",Msa,NY,2022-03-31,2022-04-30,1.9
394488,161,"Columbus, GA",Msa,GA,2022-03-31,2022-04-30,1.8
394405,162,"Boulder, CO",Msa,CO,2022-03-31,2022-04-30,2.7
394808,163,"Lubbock, TX",Msa,TX,2022-03-31,2022-04-30,1.6
394572,164,"Erie, PA",Msa,PA,2022-03-31,2022-04-30,1.9
394609,165,"Fort Smith, AR",Msa,AR,2022-03-31,2022-04-30,1.8
394543,166,"Duluth, MN",Msa,MN,2022-03-31,2022-04-30,1.8
394348,167,"Atlantic City, NJ",Msa,NJ,2022-03-31,2022-04-30,2.9
394924,168,"New London, CT",Msa,CT,2022-03-31,2022-04-30,2.5
395061,169,"San Luis Obispo, CA",Msa,CA,2022-03-31,2022-04-30,2.1
394622,170,"Gainesville, FL",Msa,FL,2022-03-31,2022-04-30,2.2
395065,171,"Santa Cruz, CA",Msa,CA,2022-03-31,2022-04-30,1.9
394471,172,"Clarksville, TN",Msa,TN,2022-03-31,2022-04-30,2.8
394447,173,"Cedar Rapids, IA",Msa,IA,2022-03-31,2022-04-30,1.7
394851,174,"Merced, CA",Msa,CA,2022-03-31,2022-04-30,2.2
395229,175,"Wilmington, NC",Msa,NC,2022-03-31,2022-04-30,3.1
394741,176,"Kennewick, WA",Msa,WA,2022-03-31,2022-04-30,2.2
394645,177,"Greeley, CO",Msa,CO,2022-03-31,2022-04-30,2.5
395197,178,"Waco, TX",Msa,TX,2022-03-31,2022-04-30,2.6
394937,179,"Olympia, WA",Msa,WA,2022-03-31,2022-04-30,2.4
394323,180,"Amarillo, TX",Msa,TX,2022-03-31,2022-04-30,2.0
394387,181,"Binghamton, NY",Msa,NY,2022-03-31,2022-04-30,1.8
394660,182,"Hagerstown, WV",Msa,MD,2022-03-31,2022-04-30,2.1
394412,183,"Bremerton, WA",Msa,WA,2022-03-31,2022-04-30,2.1
394772,184,"Laredo, TX",Msa,TX,2022-03-31,2022-04-30,1.3
394811,185,"Lynchburg, VA",Msa,VA,2022-03-31,2022-04-30,1.8
395240,186,"Yakima, WA",Msa,WA,2022-03-31,2022-04-30,2.2
753875,187,"Crestview-Fort Walton Beach-Destin, FL",Msa,FL,2022-03-31,2022-04-30,2.8
395161,188,"Topeka, KS",Msa,KS,2022-03-31,2022-04-30,1.8
394813,189,"Macon-Bibb County, GA",Msa,GA,2022-03-31,2022-04-30,2.1
394454,190,"Champaign-Urbana, IL",Msa,IL,2022-03-31,2022-04-30,1.7
395171,191,"Tuscaloosa, AL",Msa,AL,2022-03-31,2022-04-30,1.7
394483,192,"College Station, TX",Msa,TX,2022-03-31,2022-04-30,1.7
395103,193,"Sioux Falls, SD",Msa,SD,2022-03-31,2022-04-30,1.8
394455,194,"Charleston, WV",Msa,WV,2022-03-31,2022-04-30,1.1
394334,195,"Appleton, WI",Msa,WI,2022-03-31,2022-04-30,1.9
394464,196,"Chico, CA",Msa,CA,2022-03-31,2022-04-30,2.1
394459,197,"Charlottesville, VA",Msa,VA,2022-03-31,2022-04-30,1.7
394468,198,"Claremont, NH",Msa,NH,2022-03-31,2022-04-30,2.2
394361,199,"Barnstable Town, MA",Msa,MA,2022-03-31,2022-04-30,2.8
394803,200,"Longview, TX",Msa,TX,2022-03-31,2022-04-30,1.8
394429,201,"Burlington, VT",Msa,VT,2022-03-31,2022-04-30,1.8
395002,202,"Prescott, AZ",Msa,AZ,2022-03-31,2022-04-30,2.5
395114,203,"Springfield, IL",Msa,IL,2022-03-31,2022-04-30,1.4
395174,204,"Tyler, TX",Msa,TX,2022-03-31,2022-04-30,2.1
394773,205,"Las Cruces, NM",Msa,NM,2022-03-31,2022-04-30,1.9
394585,206,"Fargo, ND",Msa,ND,2022-03-31,2022-04-30,1.5
394691,207,"Houma, LA",Msa,LA,2022-03-31,2022-04-30,1.6
395030,208,"Rochester, MN",Msa,MN,2022-03-31,2022-04-30,1.8
394597,209,"Florence, SC",Msa,SC,2022-03-31,2022-04-30,1.6
394848,210,"Medford, OR",Msa,OR,2022-03-31,2022-04-30,1.9
753895,211,"Lafayette-West Lafayette, IN",Msa,IN,2022-03-31,2022-04-30,2.0
394378,212,"Bellingham, WA",Msa,WA,2022-03-31,2022-04-30,2.3
394765,213,"Lake Havasu City, AZ",Msa,AZ,2022-03-31,2022-04-30,2.7
395047,214,"Saginaw, MI",Msa,MI,2022-03-31,2022-04-30,2.3
394763,215,"Lake Charles, LA",Msa,LA,2022-03-31,2022-04-30,1.4
394726,216,"Johnson City, TN",Msa,TN,2022-03-31,2022-04-30,2.5
394565,217,"Elkhart, IN",Msa,IN,2022-03-31,2022-04-30,2.2
395247,218,"Yuma, AZ",Msa,AZ,2022-03-31,2022-04-30,2.4
395011,219,"Racine, WI",Msa,WI,2022-03-31,2022-04-30,1.8
394346,220,"Athens, GA",Msa,GA,2022-03-31,2022-04-30,2.1
395162,221,"Torrington, CT",Msa,CT,2022-03-31,2022-04-30,2.2
395118,222,"St. Cloud, MN",Msa,MN,2022-03-31,2022-04-30,2.3
394681,223,"Hilton Head Island, SC",Msa,SC,2022-03-31,2022-04-30,3.0
753869,224,"Bloomington, IL",Msa,IL,2022-03-31,2022-04-30,2.3
394680,225,"Hilo, HI",Msa,HI,2022-03-31,2022-04-30,2.3
394960,226,"Panama City, FL",Msa,FL,2022-03-31,2022-04-30,2.7
394748,227,"Kingston, NY",Msa,NY,2022-03-31,2022-04-30,2.3
394519,228,"Daphne, AL",Msa,AL,2022-03-31,2022-04-30,2.3
394623,229,"Gainesville, GA",Msa,GA,2022-03-31,2022-04-30,2.6
395202,230,"Warner Robins, GA",Msa,GA,2022-03-31,2022-04-30,1.8
394392,231,"Blacksburg, VA",Msa,VA,2022-03-31,2022-04-30,1.6
394716,232,"Jacksonville, NC",Msa,NC,2022-03-31,2022-04-30,1.9
395018,233,"Redding, CA",Msa,CA,2022-03-31,2022-04-30,2.0
394872,234,"Monroe, LA",Msa,LA,2022-03-31,2022-04-30,1.4
394729,235,"Joplin, MO",Msa,MO,2022-03-31,2022-04-30,2.9
394559,236,"El Centro, CA",Msa,CA,2022-03-31,2022-04-30,2.2
395151,237,"Terre Haute, IN",Msa,IN,2022-03-31,2022-04-30,1.7
394896,238,"Muskegon, MI",Msa,MI,2022-03-31,2022-04-30,2.1
394553,239,"East Stroudsburg, PA",Msa,PA,2022-03-31,2022-04-30,2.2
395102,240,"Sioux City, IA",Msa,IA,2022-03-31,2022-04-30,1.6
394651,241,"Greenville, NC",Msa,NC,2022-03-31,2022-04-30,1.6
395210,242,"Waterloo, IA",Msa,IA,2022-03-31,2022-04-30,1.5
394944,243,"Oshkosh, WI",Msa,WI,2022-03-31,2022-04-30,2.0
395246,244,"Yuba City, CA",Msa,CA,2022-03-31,2022-04-30,2.2
394299,245,"Abilene, TX",Msa,TX,2022-03-31,2022-04-30,1.9
394485,246,"Columbia, MO",Msa,MO,2022-03-31,2022-04-30,1.5
394539,247,"Dover, DE",Msa,DE,2022-03-31,2022-04-30,1.9
394555,248,"Eau Claire, WI",Msa,WI,2022-03-31,2022-04-30,2.0
394720,249,"Janesville, WI",Msa,WI,2022-03-31,2022-04-30,1.8
394710,250,"Jackson, MI",Msa,MI,2022-03-31,2022-04-30,1.8
395009,251,"Punta Gorda, FL",Msa,FL,2022-03-31,2022-04-30,3.8
394393,252,"Bloomington, IN",Msa,IN,2022-03-31,2022-04-30,1.9
395007,253,"Pueblo, CO",Msa,CO,2022-03-31,2022-04-30,2.4
394386,254,"Billings, MT",Msa,MT,2022-03-31,2022-04-30,1.8
394406,255,"Bowling Green, KY",Msa,KY,2022-03-31,2022-04-30,2.2
394380,256,"Bend, OR",Msa,OR,2022-03-31,2022-04-30,3.1
394306,257,"Albany, GA",Msa,GA,2022-03-31,2022-04-30,1.6
395193,258,"Vineland, NJ",Msa,NJ,2022-03-31,2022-04-30,2.4
394917,259,"Niles, MI",Msa,MI,2022-03-31,2022-04-30,2.3
394731,260,"Kahului, HI",Msa,HI,2022-03-31,2022-04-30,2.8
394946,261,"Ottawa, IL",Msa,IL,2022-03-31,2022-04-30,1.8
395125,262,"State College, PA",Msa,PA,2022-03-31,2022-04-30,1.6
394359,263,"Bangor, ME",Msa,ME,2022-03-31,2022-04-30,2.3
394314,264,"Alexandria, LA",Msa,LA,2022-03-31,2022-04-30,1.2
394523,265,"Decatur, AL",Msa,AL,2022-03-31,2022-04-30,1.9
394662,266,"Hanford, CA",Msa,CA,2022-03-31,2022-04-30,1.9
394707,267,"Iowa City, IA",Msa,IA,2022-03-31,2022-04-30,1.5
395036,268,"Rocky Mount, NC",Msa,NC,2022-03-31,2022-04-30,1.7
394873,269,"Monroe, MI",Msa,MI,2022-03-31,2022-04-30,1.7
395223,270,"Wichita Falls, TX",Msa,TX,2022-03-31,2022-04-30,2.0
394428,271,"Burlington, NC",Msa,NC,2022-03-31,2022-04-30,3.0
394814,272,"Madera, CA",Msa,CA,2022-03-31,2022-04-30,2.2
394723,273,"Jefferson City, MO",Msa,MO,2022-03-31,2022-04-30,1.8
394453,274,"Chambersburg, PA",Msa,PA,2022-03-31,2022-04-30,2.0
395152,275,"Texarkana, TX",Msa,TX,2022-03-31,2022-04-30,1.8
394563,276,"Elizabethtown, KY",Msa,KY,2022-03-31,2022-04-30,1.8
395000,277,"Pottsville, PA",Msa,PA,2022-03-31,2022-04-30,2.4
395221,278,"Wheeling, OH",Msa,OH,2022-03-31,2022-04-30,1.8
394598,279,"Florence, AL",Msa,AL,2022-03-31,2022-04-30,2.3
394639,280,"Grand Junction, CO",Msa,CO,2022-03-31,2022-04-30,2.2
394493,281,"Concord, NH",Msa,NH,2022-03-31,2022-04-30,2.1
394537,282,"Dothan, AL",Msa,AL,2022-03-31,2022-04-30,1.7
395066,283,"Santa Fe, NM",Msa,NM,2022-03-31,2022-04-30,2.0
394727,284,"Johnstown, PA",Msa,PA,2022-03-31,2022-04-30,1.7
395163,285,"Traverse City, MI",Msa,MI,2022-03-31,2022-04-30,2.5
394671,286,"Hattiesburg, MS",Msa,MS,2022-03-31,2022-04-30,1.5
394515,287,"Dalton, GA",Msa,GA,2022-03-31,2022-04-30,3.8
394860,288,"Midland, TX",Msa,TX,2022-03-31,2022-04-30,1.3
394685,289,"Homosassa Springs, FL",Msa,FL,2022-03-31,2022-04-30,2.8
394351,290,"Auburn, AL",Msa,AL,2022-03-31,2022-04-30,1.7
395182,291,"Valdosta, GA",Msa,GA,2022-03-31,2022-04-30,1.9
394480,292,"Coeur d'Alene, ID",Msa,ID,2022-03-31,2022-04-30,2.9
395117,293,"Springfield, OH",Msa,OH,2022-03-31,2022-04-30,1.5
395119,294,"St. George, UT",Msa,UT,2022-03-31,2022-04-30,2.5
395079,295,"Vero Beach, FL",Msa,FL,2022-03-31,2022-04-30,2.9
394930,296,"Odessa, TX",Msa,TX,2022-03-31,2022-04-30,1.8
394900,297,"Napa, CA",Msa,CA,2022-03-31,2022-04-30,2.1
395170,298,"Tupelo, MS",Msa,MS,2022-03-31,2022-04-30,1.6
394368,299,"Battle Creek, MI",Msa,MI,2022-03-31,2022-04-30,2.1
394719,300,"Jamestown, NY",Msa,NY,2022-03-31,2022-04-30,2.0
394577,301,"Eureka, CA",Msa,CA,2022-03-31,2022-04-30,2.3
395013,302,"Rapid City, SD",Msa,SD,2022-03-31,2022-04-30,1.8
394595,303,"Flagstaff, AZ",Msa,AZ,2022-03-31,2022-04-30,3.1
394810,304,"Lumberton, NC",Msa,NC,2022-03-31,2022-04-30,1.5
395215,305,"Wausau, WI",Msa,WI,2022-03-31,2022-04-30,2.0
394756,306,"La Crosse, WI",Msa,WI,2022-03-31,2022-04-30,1.9
394783,307,"Lebanon, PA",Msa,PA,2022-03-31,2022-04-30,1.8
394703,308,"Idaho Falls, ID",Msa,ID,2022-03-31,2022-04-30,2.4
395098,309,"Sierra Vista, AZ",Msa,AZ,2022-03-31,2022-04-30,1.6
394983,310,"Pittsfield, MA",Msa,MA,2022-03-31,2022-04-30,2.5
394780,311,"Lawton, OK",Msa,OK,2022-03-31,2022-04-30,1.5
394588,312,"Farmington, NM",Msa,NM,2022-03-31,2022-04-30,2.2
394712,313,"Jackson, TN",Msa,TN,2022-03-31,2022-04-30,2.2
394879,314,"Morgantown, WV",Msa,WV,2022-03-31,2022-04-30,1.3
394633,315,"Glens Falls, NY",Msa,NY,2022-03-31,2022-04-30,1.9
395232,316,"Winchester, VA",Msa,VA,2022-03-31,2022-04-30,1.8
395120,317,"St. Joseph, MO",Msa,MO,2022-03-31,2022-04-30,1.7
394321,318,"Altoona, PA",Msa,PA,2022-03-31,2022-04-30,1.5
394905,319,"New Bern, NC",Msa,NC,2022-03-31,2022-04-30,1.9
394442,320,"Carbondale, IL",Msa,IL,2022-03-31,2022-04-30,1.5
394802,321,"London, KY",Msa,KY,2022-03-31,2022-04-30,1.6
394800,322,"Logan, ID",Msa,UT,2022-03-31,2022-04-30,2.6
394668,323,"Harrisonburg, VA",Msa,VA,2022-03-31,2022-04-30,1.7
394374,324,"Beckley, WV",Msa,WV,2022-03-31,2022-04-30,1.4
394824,325,"Mansfield, OH",Msa,OH,2022-03-31,2022-04-30,2.0
395217,326,"Weirton, OH",Msa,OH,2022-03-31,2022-04-30,1.6
394635,327,"Goldsboro, NC",Msa,NC,2022-03-31,2022-04-30,2.0
394353,328,"Augusta, ME",Msa,ME,2022-03-31,2022-04-30,3.1
394661,329,"Hammond, LA",Msa,LA,2022-03-31,2022-04-30,1.8
394728,330,"Jonesboro, AR",Msa,AR,2022-03-31,2022-04-30,1.7
395094,331,"Sherman, TX",Msa,TX,2022-03-31,2022-04-30,2.3
394333,332,"Anniston, AL",Msa,AL,2022-03-31,2022-04-30,1.9
395128,333,"Staunton, VA",Msa,VA,2022-03-31,2022-04-30,1.6
394893,334,"Muncie, IN",Msa,IN,2022-03-31,2022-04-30,2.9
394890,335,"Mount Vernon, WA",Msa,WA,2022-03-31,2022-04-30,2.0
394307,336,"Albany, OR",Msa,OR,2022-03-31,2022-04-30,2.1
395213,337,"Watertown, NY",Msa,NY,2022-03-31,2022-04-30,1.3
395225,338,"Williamsport, PA",Msa,PA,2022-03-31,2022-04-30,1.6
394474,339,"Cleveland, TN",Msa,TN,2022-03-31,2022-04-30,2.2
395089,340,"Sheboygan, WI",Msa,WI,2022-03-31,2022-04-30,2.1
394390,341,"Bismarck, ND",Msa,ND,2022-03-31,2022-04-30,1.5
394949,342,"Owensboro, KY",Msa,KY,2022-03-31,2022-04-30,1.5
394546,343,"Dunn, NC",Msa,NC,2022-03-31,2022-04-30,2.2
395237,344,"Wooster, OH",Msa,OH,2022-03-31,2022-04-30,2.4
394880,345,"Morristown, TN",Msa,TN,2022-03-31,2022-04-30,2.3
394734,346,"Kankakee, IL",Msa,IL,2022-03-31,2022-04-30,2.2
394423,347,"Brunswick, GA",Msa,GA,2022-03-31,2022-04-30,2.3
