RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,2022-04-30,2022-06-30,2023-03-31
394571,593,"Enterprise, AL",Msa,AL,2022-03-31,1.5,3.8,8.7
394963,594,"Paris, TX",Msa,TX,2022-03-31,1.7,4.8,11.4
394742,595,"Kerrville, TX",Msa,TX,2022-03-31,1.4,4.1,6.6
394906,596,"New Castle, IN",Msa,IN,2022-03-31,1.7,4.9,11.7
395097,597,"Sidney, OH",Msa,OH,2022-03-31,1.6,4.8,10.4
394504,598,"Cortland, NY",Msa,NY,2022-03-31,1.5,4.4,8.9
394477,599,"Clinton, IA",Msa,IA,2022-03-31,1.7,4.6,5.7
394527,600,"Del Rio, TX",Msa,TX,2022-03-31,1.6,4.6,9.6
394478,601,"Clovis, NM",Msa,NM,2022-03-31,1.6,4.6,9.6
394919,602,"Norfolk, NE",Msa,NE,2022-03-31,1.6,4.7,10.4
395208,603,"Washington, NC",Msa,NC,2022-03-31,1.6,4.6,10.7
394503,604,"Corsicana, TX",Msa,TX,2022-03-31,1.7,4.9,9.9
394616,605,"Freeport, IL",Msa,IL,2022-03-31,1.6,4.6,8.0
395124,606,"Starkville, MS",Msa,MS,2022-03-31,1.8,5.0,8.3
394427,607,"Burlington, IA",Msa,IA,2022-03-31,1.5,4.1,6.9
394431,608,"Cadillac, MI",Msa,MI,2022-03-31,1.9,5.4,11.4
394336,609,"Ardmore, OK",Msa,OK,2022-03-31,2.9,9.3,15.0
394739,610,"Kendallville, IN",Msa,IN,2022-03-31,1.8,5.2,12.1
394918,611,"Nogales, AZ",Msa,AZ,2022-03-31,1.7,4.8,12.6
394951,612,"Oxford, MS",Msa,MS,2022-03-31,1.4,4.2,8.0
394398,613,"Bogalusa, LA",Msa,LA,2022-03-31,1.5,4.4,7.2
394987,614,"Plymouth, IN",Msa,IN,2022-03-31,1.7,4.8,10.0
394628,615,"Gardnerville Ranchos, NV",Msa,NV,2022-03-31,2.9,8.1,18.1
395144,616,"Tahlequah, OK",Msa,OK,2022-03-31,1.9,5.4,10.4
394817,617,"Madisonville, KY",Msa,KY,2022-03-31,1.7,4.9,9.4
394437,618,"Cañon City, CO",Msa,CO,2022-03-31,1.5,5.1,17.2
395043,619,"Ruston, LA",Msa,LA,2022-03-31,1.6,4.3,7.7
753889,620,"Hillsdale, MI",Msa,MI,2022-03-31,1.9,5.0,10.8
394789,621,"Lewistown, PA",Msa,PA,2022-03-31,1.6,4.6,10.5
395034,622,"Rockingham, NC",Msa,NC,2022-03-31,1.5,4.7,11.0
394990,623,"Ponca City, OK",Msa,OK,2022-03-31,2.8,9.7,15.3
394397,624,"Blytheville, AR",Msa,AR,2022-03-31,1.6,5.1,10.0
395017,625,"Red Wing, MN",Msa,MN,2022-03-31,1.8,4.5,11.4
753918,626,"Shawano, WI",Msa,WI,2022-03-31,1.7,4.8,9.8
394446,627,"Cedar City, UT",Msa,UT,2022-03-31,1.7,5.1,15.5
394375,628,"Bedford, IN",Msa,IN,2022-03-31,1.8,4.9,11.7
394631,629,"Gillette, WY",Msa,WY,2022-03-31,1.4,2.8,5.7
753905,630,"Newport, OR",Msa,OR,2022-03-31,2.5,7.5,16.8
395201,631,"Wapakoneta, OH",Msa,OH,2022-03-31,1.6,5.1,10.9
394695,632,"Huntingdon, PA",Msa,PA,2022-03-31,1.5,4.6,9.0
394377,633,"Bellefontaine, OH",Msa,OH,2022-03-31,1.7,5.4,11.1
394842,634,"McAlester, OK",Msa,OK,2022-03-31,1.6,4.6,8.3
394391,635,"Blackfoot, ID",Msa,ID,2022-03-31,1.8,5.3,15.7
394883,636,"Moultrie, GA",Msa,GA,2022-03-31,1.5,4.3,10.5
394677,637,"Henderson, NC",Msa,NC,2022-03-31,2.5,5.0,12.3
394482,638,"Coldwater, MI",Msa,MI,2022-03-31,1.8,5.2,11.0
394667,639,"Harrison, AR",Msa,AR,2022-03-31,1.8,5.3,11.2
395037,640,"Rolla, MO",Msa,MO,2022-03-31,1.7,4.8,9.8
395091,641,"Shelbyville, TN",Msa,TN,2022-03-31,2.6,7.1,19.6
394545,643,"Duncan, OK",Msa,OK,2022-03-31,1.6,4.0,8.5
753904,644,"Marion, NC",Msa,NC,2022-03-31,2.0,4.5,11.0
394785,645,"Lewisburg, PA",Msa,PA,2022-03-31,1.6,4.7,9.5
395008,646,"Pullman, WA",Msa,WA,2022-03-31,1.6,4.6,11.6
395155,647,"Thomasville, GA",Msa,GA,2022-03-31,1.6,4.6,9.8
394379,648,"Bemidji, MN",Msa,MN,2022-03-31,1.7,4.8,9.9
394887,649,"Mount Sterling, KY",Msa,KY,2022-03-31,1.7,5.0,10.0
394947,650,"Ottumwa, IA",Msa,IA,2022-03-31,1.4,3.9,6.7
394954,651,"Pahrump, NV",Msa,NV,2022-03-31,2.2,6.8,17.6
394850,652,"Menomonie, WI",Msa,WI,2022-03-31,1.7,4.9,10.0
